Name,Label,Concept,Required,Attributes,Limit,Predicate Type,Group
DP04_0066E,Estimate!!HOUSE HEATING FUEL!!Coal or coke,,not required,"DP04_0066EA, DP04_0066M, DP04_0066MA",0,int,DP04
DP04_0066PE,Percent!!HOUSE HEATING FUEL!!Coal or coke,,not required,"DP04_0066PEA, DP04_0066PM, DP04_0066PMA",0,float,DP04
DP04_0067E,Estimate!!HOUSE HEATING FUEL!!Wood,,not required,"DP04_0067EA, DP04_0067M, DP04_0067MA",0,int,DP04
DP04_0067PE,Percent!!HOUSE HEATING FUEL!!Wood,,not required,"DP04_0067PEA, DP04_0067PM, DP04_0067PMA",0,float,DP04
DP04_0068E,Estimate!!HOUSE HEATING FUEL!!Solar energy,,not required,"DP04_0068EA, DP04_0068M, DP04_0068MA",0,int,DP04
DP04_0068PE,Percent!!HOUSE HEATING FUEL!!Solar energy,,not required,"DP04_0068PEA, DP04_0068PM, DP04_0068PMA",0,float,DP04
DP04_0069E,Estimate!!HOUSE HEATING FUEL!!Other fuel,,not required,"DP04_0069EA, DP04_0069M, DP04_0069MA",0,int,DP04
DP04_0069PE,Percent!!HOUSE HEATING FUEL!!Other fuel,,not required,"DP04_0069PEA, DP04_0069PM, DP04_0069PMA",0,float,DP04
DP04_0070E,Estimate!!HOUSE HEATING FUEL!!No fuel used,,not required,"DP04_0070EA, DP04_0070M, DP04_0070MA",0,int,DP04
DP04_0070PE,Percent!!HOUSE HEATING FUEL!!No fuel used,,not required,"DP04_0070PEA, DP04_0070PM, DP04_0070PMA",0,float,DP04
DP04_0071E,Estimate!!SELECTED CHARACTERISTICS!!Occupied housing units,,not required,"DP04_0071EA, DP04_0071M, DP04_0071MA",0,int,DP04
DP04_0071PE,Percent!!SELECTED CHARACTERISTICS!!Occupied housing units,,not required,"DP04_0071PEA, DP04_0071PM, DP04_0071PMA",0,int,DP04
DP04_0072E,Estimate!!SELECTED CHARACTERISTICS!!Lacking complete plumbing facilities,,not required,"DP04_0072EA, DP04_0072M, DP04_0072MA",0,int,DP04
DP04_0072PE,Percent!!SELECTED CHARACTERISTICS!!Lacking complete plumbing facilities,,not required,"DP04_0072PEA, DP04_0072PM, DP04_0072PMA",0,float,DP04
DP04_0073E,Estimate!!SELECTED CHARACTERISTICS!!Lacking complete kitchen facilities,,not required,"DP04_0073EA, DP04_0073M, DP04_0073MA",0,int,DP04
DP04_0073PE,Percent!!SELECTED CHARACTERISTICS!!Lacking complete kitchen facilities,,not required,"DP04_0073PEA, DP04_0073PM, DP04_0073PMA",0,float,DP04
DP04_0074E,Estimate!!SELECTED CHARACTERISTICS!!No telephone service available,,not required,"DP04_0074EA, DP04_0074M, DP04_0074MA",0,int,DP04
DP04_0074PE,Percent!!SELECTED CHARACTERISTICS!!No telephone service available,,not required,"DP04_0074PEA, DP04_0074PM, DP04_0074PMA",0,float,DP04
DP04_0075E,Estimate!!OCCUPANTS PER ROOM!!Occupied housing units,,not required,"DP04_0075EA, DP04_0075M, DP04_0075MA",0,int,DP04
DP04_0075PE,Percent!!OCCUPANTS PER ROOM!!Occupied housing units,,not required,"DP04_0075PEA, DP04_0075PM, DP04_0075PMA",0,int,DP04
DP04_0076E,Estimate!!OCCUPANTS PER ROOM!!1.00 or less,,not required,"DP04_0076EA, DP04_0076M, DP04_0076MA",0,int,DP04
DP04_0076PE,Percent!!OCCUPANTS PER ROOM!!1.00 or less,,not required,"DP04_0076PEA, DP04_0076PM, DP04_0076PMA",0,float,DP04
DP04_0077E,Estimate!!OCCUPANTS PER ROOM!!1.01 to 1.50,,not required,"DP04_0077EA, DP04_0077M, DP04_0077MA",0,int,DP04
DP04_0077PE,Percent!!OCCUPANTS PER ROOM!!1.01 to 1.50,,not required,"DP04_0077PEA, DP04_0077PM, DP04_0077PMA",0,float,DP04
DP04_0078E,Estimate!!OCCUPANTS PER ROOM!!1.51 or more,,not required,"DP04_0078EA, DP04_0078M, DP04_0078MA",0,int,DP04
DP04_0078PE,Percent!!OCCUPANTS PER ROOM!!1.51 or more,,not required,"DP04_0078PEA, DP04_0078PM, DP04_0078PMA",0,float,DP04
DP04_0079E,Estimate!!VALUE!!Owner-occupied units,,not required,"DP04_0079EA, DP04_0079M, DP04_0079MA",0,int,DP04
DP04_0079PE,Percent!!VALUE!!Owner-occupied units,,not required,"DP04_0079PEA, DP04_0079PM, DP04_0079PMA",0,int,DP04
DP04_0080E,"Estimate!!VALUE!!Less than $50,000",,not required,"DP04_0080EA, DP04_0080M, DP04_0080MA",0,int,DP04
DP04_0080PE,"Percent!!VALUE!!Less than $50,000",,not required,"DP04_0080PEA, DP04_0080PM, DP04_0080PMA",0,float,DP04
DP04_0081E,"Estimate!!VALUE!!$50,000 to $99,999",,not required,"DP04_0081EA, DP04_0081M, DP04_0081MA",0,int,DP04
DP04_0081PE,"Percent!!VALUE!!$50,000 to $99,999",,not required,"DP04_0081PEA, DP04_0081PM, DP04_0081PMA",0,float,DP04
DP04_0082E,"Estimate!!VALUE!!$100,000 to $149,999",,not required,"DP04_0082EA, DP04_0082M, DP04_0082MA",0,int,DP04
DP04_0082PE,"Percent!!VALUE!!$100,000 to $149,999",,not required,"DP04_0082PEA, DP04_0082PM, DP04_0082PMA",0,float,DP04
DP04_0083E,"Estimate!!VALUE!!$150,000 to $199,999",,not required,"DP04_0083EA, DP04_0083M, DP04_0083MA",0,int,DP04
DP04_0083PE,"Percent!!VALUE!!$150,000 to $199,999",,not required,"DP04_0083PEA, DP04_0083PM, DP04_0083PMA",0,float,DP04
DP04_0084E,"Estimate!!VALUE!!$200,000 to $299,999",,not required,"DP04_0084EA, DP04_0084M, DP04_0084MA",0,int,DP04
DP04_0084PE,"Percent!!VALUE!!$200,000 to $299,999",,not required,"DP04_0084PEA, DP04_0084PM, DP04_0084PMA",0,float,DP04
DP04_0085E,"Estimate!!VALUE!!$300,000 to $499,999",,not required,"DP04_0085EA, DP04_0085M, DP04_0085MA",0,int,DP04
DP04_0085PE,"Percent!!VALUE!!$300,000 to $499,999",,not required,"DP04_0085PEA, DP04_0085PM, DP04_0085PMA",0,float,DP04
DP04_0086E,"Estimate!!VALUE!!$500,000 to $999,999",,not required,"DP04_0086EA, DP04_0086M, DP04_0086MA",0,int,DP04
DP04_0086PE,"Percent!!VALUE!!$500,000 to $999,999",,not required,"DP04_0086PEA, DP04_0086PM, DP04_0086PMA",0,float,DP04
DP04_0087E,"Estimate!!VALUE!!$1,000,000 or more",,not required,"DP04_0087EA, DP04_0087M, DP04_0087MA",0,int,DP04
DP04_0087PE,"Percent!!VALUE!!$1,000,000 or more",,not required,"DP04_0087PEA, DP04_0087PM, DP04_0087PMA",0,float,DP04
DP04_0088E,Estimate!!VALUE!!Median (dollars),,not required,"DP04_0088EA, DP04_0088M, DP04_0088MA",0,int,DP04
DP04_0088PE,Percent!!VALUE!!Median (dollars),,not required,"DP04_0088PEA, DP04_0088PM, DP04_0088PMA",0,int,DP04
DP04_0089E,Estimate!!MORTGAGE STATUS!!Owner-occupied units,,not required,"DP04_0089EA, DP04_0089M, DP04_0089MA",0,int,DP04
DP04_0089PE,Percent!!MORTGAGE STATUS!!Owner-occupied units,,not required,"DP04_0089PEA, DP04_0089PM, DP04_0089PMA",0,int,DP04
DP04_0090E,Estimate!!MORTGAGE STATUS!!Housing units with a mortgage,,not required,"DP04_0090EA, DP04_0090M, DP04_0090MA",0,int,DP04
DP04_0090PE,Percent!!MORTGAGE STATUS!!Housing units with a mortgage,,not required,"DP04_0090PEA, DP04_0090PM, DP04_0090PMA",0,float,DP04
DP04_0091E,Estimate!!MORTGAGE STATUS!!Housing units without a mortgage,,not required,"DP04_0091EA, DP04_0091M, DP04_0091MA",0,int,DP04
DP04_0091PE,Percent!!MORTGAGE STATUS!!Housing units without a mortgage,,not required,"DP04_0091PEA, DP04_0091PM, DP04_0091PMA",0,float,DP04
DP04_0092E,Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage,,not required,"DP04_0092EA, DP04_0092M, DP04_0092MA",0,int,DP04
DP04_0092PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units with a mortgage,,not required,"DP04_0092PEA, DP04_0092PM, DP04_0092PMA",0,int,DP04
DP04_0093E,Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Less than $300,,not required,"DP04_0093EA, DP04_0093M, DP04_0093MA",0,int,DP04
DP04_0093PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Less than $300,,not required,"DP04_0093PEA, DP04_0093PM, DP04_0093PMA",0,float,DP04
DP04_0094E,Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$300 to $499,,not required,"DP04_0094EA, DP04_0094M, DP04_0094MA",0,int,DP04
DP04_0094PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$300 to $499,,not required,"DP04_0094PEA, DP04_0094PM, DP04_0094PMA",0,float,DP04
DP04_0095E,Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$500 to $699,,not required,"DP04_0095EA, DP04_0095M, DP04_0095MA",0,int,DP04
DP04_0095PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$500 to $699,,not required,"DP04_0095PEA, DP04_0095PM, DP04_0095PMA",0,float,DP04
DP04_0096E,Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$700 to $999,,not required,"DP04_0096EA, DP04_0096M, DP04_0096MA",0,int,DP04
DP04_0096PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$700 to $999,,not required,"DP04_0096PEA, DP04_0096PM, DP04_0096PMA",0,float,DP04
DP04_0097E,"Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$1,000 to $1,499",,not required,"DP04_0097EA, DP04_0097M, DP04_0097MA",0,int,DP04
DP04_0097PE,"Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$1,000 to $1,499",,not required,"DP04_0097PEA, DP04_0097PM, DP04_0097PMA",0,float,DP04
DP04_0098E,"Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$1,500 to $1,999",,not required,"DP04_0098EA, DP04_0098M, DP04_0098MA",0,int,DP04
DP04_0098PE,"Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$1,500 to $1,999",,not required,"DP04_0098PEA, DP04_0098PM, DP04_0098PMA",0,float,DP04
DP04_0099E,"Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$2,000 or more",,not required,"DP04_0099EA, DP04_0099M, DP04_0099MA",0,int,DP04
DP04_0099PE,"Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$2,000 or more",,not required,"DP04_0099PEA, DP04_0099PM, DP04_0099PMA",0,float,DP04
DP04_0100E,Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Median (dollars),,not required,"DP04_0100EA, DP04_0100M, DP04_0100MA",0,int,DP04
DP04_0100PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Median (dollars),,not required,"DP04_0100PEA, DP04_0100PM, DP04_0100PMA",0,int,DP04
DP04_0101E,Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage,,not required,"DP04_0101EA, DP04_0101M, DP04_0101MA",0,int,DP04
DP04_0101PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Housing units without a mortgage,,not required,"DP04_0101PEA, DP04_0101PM, DP04_0101PMA",0,int,DP04
DP04_0102E,Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Less than $100,,not required,"DP04_0102EA, DP04_0102M, DP04_0102MA",0,int,DP04
DP04_0102PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Less than $100,,not required,"DP04_0102PEA, DP04_0102PM, DP04_0102PMA",0,float,DP04
DP04_0103E,Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$100 to $199,,not required,"DP04_0103EA, DP04_0103M, DP04_0103MA",0,int,DP04
DP04_0103PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$100 to $199,,not required,"DP04_0103PEA, DP04_0103PM, DP04_0103PMA",0,float,DP04
DP04_0104E,Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$200 to $299,,not required,"DP04_0104EA, DP04_0104M, DP04_0104MA",0,int,DP04
DP04_0104PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$200 to $299,,not required,"DP04_0104PEA, DP04_0104PM, DP04_0104PMA",0,float,DP04
DP04_0105E,Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$300 to $399,,not required,"DP04_0105EA, DP04_0105M, DP04_0105MA",0,int,DP04
DP04_0105PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$300 to $399,,not required,"DP04_0105PEA, DP04_0105PM, DP04_0105PMA",0,float,DP04
DP04_0106E,Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$400 or more,,not required,"DP04_0106EA, DP04_0106M, DP04_0106MA",0,int,DP04
DP04_0106PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!$400 or more,,not required,"DP04_0106PEA, DP04_0106PM, DP04_0106PMA",0,float,DP04
DP04_0107E,Estimate!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Median (dollars),,not required,"DP04_0107EA, DP04_0107M, DP04_0107MA",0,int,DP04
DP04_0107PE,Percent!!SELECTED MONTHLY OWNER COSTS (SMOC)!!Median (dollars),,not required,"DP04_0107PEA, DP04_0107PM, DP04_0107PMA",0,int,DP04
DP04_0108E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed),,not required,"DP04_0108EA, DP04_0108M, DP04_0108MA",0,int,DP04
DP04_0108PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing units with a mortgage (excluding units where SMOCAPI cannot be computed),,not required,"DP04_0108PEA, DP04_0108PM, DP04_0108PMA",0,int,DP04
DP04_0109E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Less than 20.0 percent,,not required,"DP04_0109EA, DP04_0109M, DP04_0109MA",0,int,DP04
DP04_0109PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Less than 20.0 percent,,not required,"DP04_0109PEA, DP04_0109PM, DP04_0109PMA",0,float,DP04
DP04_0110E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!20.0 to 24.9 percent,,not required,"DP04_0110EA, DP04_0110M, DP04_0110MA",0,int,DP04
DP04_0110PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!20.0 to 24.9 percent,,not required,"DP04_0110PEA, DP04_0110PM, DP04_0110PMA",0,float,DP04
DP04_0111E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!25.0 to 29.9 percent,,not required,"DP04_0111EA, DP04_0111M, DP04_0111MA",0,int,DP04
DP04_0111PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!25.0 to 29.9 percent,,not required,"DP04_0111PEA, DP04_0111PM, DP04_0111PMA",0,float,DP04
DP04_0112E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!30.0 to 34.9 percent,,not required,"DP04_0112EA, DP04_0112M, DP04_0112MA",0,int,DP04
DP04_0112PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!30.0 to 34.9 percent,,not required,"DP04_0112PEA, DP04_0112PM, DP04_0112PMA",0,float,DP04
DP04_0113E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!35.0 percent or more,,not required,"DP04_0113EA, DP04_0113M, DP04_0113MA",0,int,DP04
DP04_0113PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!35.0 percent or more,,not required,"DP04_0113PEA, DP04_0113PM, DP04_0113PMA",0,float,DP04
DP04_0114E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed,,not required,"DP04_0114EA, DP04_0114M, DP04_0114MA",0,int,DP04
DP04_0114PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed,,not required,"DP04_0114PEA, DP04_0114PM, DP04_0114PMA",0,int,DP04
DP04_0115E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),,not required,"DP04_0115EA, DP04_0115M, DP04_0115MA",0,int,DP04
DP04_0115PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed),,not required,"DP04_0115PEA, DP04_0115PM, DP04_0115PMA",0,int,DP04
DP04_0116E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Less than 10.0 percent,,not required,"DP04_0116EA, DP04_0116M, DP04_0116MA",0,int,DP04
DP04_0116PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Less than 10.0 percent,,not required,"DP04_0116PEA, DP04_0116PM, DP04_0116PMA",0,float,DP04
DP04_0117E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!10.0 to 14.9 percent,,not required,"DP04_0117EA, DP04_0117M, DP04_0117MA",0,int,DP04
DP04_0117PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!10.0 to 14.9 percent,,not required,"DP04_0117PEA, DP04_0117PM, DP04_0117PMA",0,float,DP04
DP04_0118E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!15.0 to 19.9 percent,,not required,"DP04_0118EA, DP04_0118M, DP04_0118MA",0,int,DP04
DP04_0118PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!15.0 to 19.9 percent,,not required,"DP04_0118PEA, DP04_0118PM, DP04_0118PMA",0,float,DP04
DP04_0119E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!20.0 to 24.9 percent,,not required,"DP04_0119EA, DP04_0119M, DP04_0119MA",0,int,DP04
DP04_0119PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!20.0 to 24.9 percent,,not required,"DP04_0119PEA, DP04_0119PM, DP04_0119PMA",0,float,DP04
DP04_0120E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!25.0 to 29.9 percent,,not required,"DP04_0120EA, DP04_0120M, DP04_0120MA",0,int,DP04
DP04_0120PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!25.0 to 29.9 percent,,not required,"DP04_0120PEA, DP04_0120PM, DP04_0120PMA",0,float,DP04
DP04_0121E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!30.0 to 34.9 percent,,not required,"DP04_0121EA, DP04_0121M, DP04_0121MA",0,int,DP04
DP04_0121PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!30.0 to 34.9 percent,,not required,"DP04_0121PEA, DP04_0121PM, DP04_0121PMA",0,float,DP04
DP04_0122E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!35.0 percent or more,,not required,"DP04_0122EA, DP04_0122M, DP04_0122MA",0,int,DP04
DP04_0122PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!35.0 percent or more,,not required,"DP04_0122PEA, DP04_0122PM, DP04_0122PMA",0,float,DP04
DP04_0123E,Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed,,not required,"DP04_0123EA, DP04_0123M, DP04_0123MA",0,int,DP04
DP04_0123PE,Percent!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)!!Not computed,,not required,"DP04_0123PEA, DP04_0123PM, DP04_0123PMA",0,int,DP04
DP04_0124E,Estimate!!GROSS RENT!!Occupied units paying rent,,not required,"DP04_0124EA, DP04_0124M, DP04_0124MA",0,int,DP04
DP04_0124PE,Percent!!GROSS RENT!!Occupied units paying rent,,not required,"DP04_0124PEA, DP04_0124PM, DP04_0124PMA",0,int,DP04
DP04_0125E,Estimate!!GROSS RENT!!Less than $200,,not required,"DP04_0125EA, DP04_0125M, DP04_0125MA",0,int,DP04
DP04_0125PE,Percent!!GROSS RENT!!Less than $200,,not required,"DP04_0125PEA, DP04_0125PM, DP04_0125PMA",0,float,DP04
DP04_0126E,Estimate!!GROSS RENT!!$200 to $299,,not required,"DP04_0126EA, DP04_0126M, DP04_0126MA",0,int,DP04
DP04_0126PE,Percent!!GROSS RENT!!$200 to $299,,not required,"DP04_0126PEA, DP04_0126PM, DP04_0126PMA",0,float,DP04
DP04_0127E,Estimate!!GROSS RENT!!$300 to $499,,not required,"DP04_0127EA, DP04_0127M, DP04_0127MA",0,int,DP04
DP04_0127PE,Percent!!GROSS RENT!!$300 to $499,,not required,"DP04_0127PEA, DP04_0127PM, DP04_0127PMA",0,float,DP04
DP04_0128E,Estimate!!GROSS RENT!!$500 to $749,,not required,"DP04_0128EA, DP04_0128M, DP04_0128MA",0,int,DP04
DP04_0128PE,Percent!!GROSS RENT!!$500 to $749,,not required,"DP04_0128PEA, DP04_0128PM, DP04_0128PMA",0,float,DP04
DP04_0129E,Estimate!!GROSS RENT!!$750 to $999,,not required,"DP04_0129EA, DP04_0129M, DP04_0129MA",0,int,DP04
DP04_0129PE,Percent!!GROSS RENT!!$750 to $999,,not required,"DP04_0129PEA, DP04_0129PM, DP04_0129PMA",0,float,DP04
DP04_0130E,"Estimate!!GROSS RENT!!$1,000 to $1,499",,not required,"DP04_0130EA, DP04_0130M, DP04_0130MA",0,int,DP04
DP04_0130PE,"Percent!!GROSS RENT!!$1,000 to $1,499",,not required,"DP04_0130PEA, DP04_0130PM, DP04_0130PMA",0,float,DP04
DP04_0131E,"Estimate!!GROSS RENT!!$1,500 or more",,not required,"DP04_0131EA, DP04_0131M, DP04_0131MA",0,int,DP04
DP04_0131PE,"Percent!!GROSS RENT!!$1,500 or more",,not required,"DP04_0131PEA, DP04_0131PM, DP04_0131PMA",0,float,DP04
DP04_0132E,Estimate!!GROSS RENT!!Median (dollars),,not required,"DP04_0132EA, DP04_0132M, DP04_0132MA",0,int,DP04
DP04_0132PE,Percent!!GROSS RENT!!Median (dollars),,not required,"DP04_0132PEA, DP04_0132PM, DP04_0132PMA",0,int,DP04
DP04_0133E,Estimate!!GROSS RENT!!No rent paid,,not required,"DP04_0133EA, DP04_0133M, DP04_0133MA",0,int,DP04
DP04_0133PE,Percent!!GROSS RENT!!No rent paid,,not required,"DP04_0133PEA, DP04_0133PM, DP04_0133PMA",0,int,DP04
DP04_0134E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed),,not required,"DP04_0134EA, DP04_0134M, DP04_0134MA",0,int,DP04
DP04_0134PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Occupied units paying rent (excluding units where GRAPI cannot be computed),,not required,"DP04_0134PEA, DP04_0134PM, DP04_0134PMA",0,int,DP04
DP04_0135E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Less than 15.0 percent,,not required,"DP04_0135EA, DP04_0135M, DP04_0135MA",0,int,DP04
DP04_0135PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Less than 15.0 percent,,not required,"DP04_0135PEA, DP04_0135PM, DP04_0135PMA",0,float,DP04
DP04_0136E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!15.0 to 19.9 percent,,not required,"DP04_0136EA, DP04_0136M, DP04_0136MA",0,int,DP04
DP04_0136PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!15.0 to 19.9 percent,,not required,"DP04_0136PEA, DP04_0136PM, DP04_0136PMA",0,float,DP04
DP04_0137E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!20.0 to 24.9 percent,,not required,"DP04_0137EA, DP04_0137M, DP04_0137MA",0,int,DP04
DP04_0137PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!20.0 to 24.9 percent,,not required,"DP04_0137PEA, DP04_0137PM, DP04_0137PMA",0,float,DP04
DP04_0138E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!25.0 to 29.9 percent,,not required,"DP04_0138EA, DP04_0138M, DP04_0138MA",0,int,DP04
DP04_0138PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!25.0 to 29.9 percent,,not required,"DP04_0138PEA, DP04_0138PM, DP04_0138PMA",0,float,DP04
DP04_0139E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!30.0 to 34.9 percent,,not required,"DP04_0139EA, DP04_0139M, DP04_0139MA",0,int,DP04
DP04_0139PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!30.0 to 34.9 percent,,not required,"DP04_0139PEA, DP04_0139PM, DP04_0139PMA",0,float,DP04
DP04_0140E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!35.0 percent or more,,not required,"DP04_0140EA, DP04_0140M, DP04_0140MA",0,int,DP04
DP04_0140PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!35.0 percent or more,,not required,"DP04_0140PEA, DP04_0140PM, DP04_0140PMA",0,float,DP04
DP04_0141E,Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Not computed,,not required,"DP04_0141EA, DP04_0141M, DP04_0141MA",0,int,DP04
DP04_0141PE,Percent!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)!!Not computed,,not required,"DP04_0141PEA, DP04_0141PM, DP04_0141PMA",0,int,DP04
